,val_loss,val_acc,loss,acc,experiment,epoch
0,3.580869204998016,0.7771035385131836,5.281161547422409,0.7180616378784179,0.0,0.0
1,2.713488141298294,0.7956227111816406,4.496397318601608,0.7308410110473633,1.0,0.0
2,3.2580765569210053,0.7831679534912109,5.35783816075325,0.7167136688232422,2.0,0.0
3,2.8352727019786834,0.7941093444824219,5.462216658592224,0.7052226943969726,3.0,0.0
4,5.491933906078339,0.7285010528564453,7.877817369937897,0.6531868515014648,4.0,0.0
5,5.8498628497123715,0.716189956665039,7.923426851272583,0.6462045288085938,5.0,0.0
6,4.175587192773819,0.7622372817993164,6.96067062330246,0.6798561782836914,6.0,0.0
7,2.980758044719696,0.798023452758789,5.341487874984741,0.7292956466674805,7.0,0.0
8,3.59288534283638,0.7653275680541992,5.786802748203278,0.6997468338012696,8.0,0.0
9,6.315267570018769,0.7041095733642578,8.521806674480437,0.634615348815918,9.0,0.0
