,loss,acc
0,0.30792329683154823,0.932982795715332
1,0.18588720493763686,0.9593923072814942
2,0.1513842476643622,0.9669922866821289
3,0.13381814317405225,0.9708129653930664
4,0.12191251306980848,0.9733936309814453
