,val_loss,val_acc,loss,acc,experiment,epoch
0,0.3673322768509388,0.9259704208374023,0.5364447924792767,0.8837483215332032,0.0,0.0
1,0.3323102056980133,0.9335384750366211,0.46237291464209557,0.9007218399047852,1.0,0.0
2,0.36818567782640454,0.922745361328125,0.4747415317296982,0.8959460906982422,2.0,0.0
3,0.36233024507761,0.9298160552978516,0.5086459296941758,0.8924588088989258,3.0,0.0
4,0.34210262447595596,0.9339174652099609,0.4885710093975067,0.8961613540649414,4.0,0.0
5,0.3689798466861248,0.928349494934082,0.4865882351696491,0.8953840484619141,5.0,0.0
6,0.3381132471561432,0.9330883026123047,0.5039046784937382,0.8929112319946289,6.0,0.0
7,0.3375171382725239,0.9332821273803711,0.5353046672344208,0.8890083084106445,7.0,0.0
8,0.3548348759114742,0.929122314453125,0.4960994676053524,0.8946550521850586,8.0,0.0
9,0.3582862113416195,0.9260232162475586,0.516231981754303,0.8915498962402344,9.0,0.0
