,val_loss,val_acc,loss,acc,experiment,epoch
0,2.643637045621872,0.8008563232421875,4.922045966386795,0.7291185073852539,0.0,0.0
1,1.7494219517707825,0.8266759872436523,2.3665893003940583,0.7908806991577149,0.0,1.0
2,1.3504449808597565,0.8275848770141602,1.766042079091072,0.8007028045654296,0.0,2.0
3,1.319120073914528,0.8189706420898437,1.5856072932481766,0.7999059524536133,0.0,3.0
4,1.143424869775772,0.8247574234008789,1.351205646276474,0.8022350006103516,0.0,4.0
5,3.118226500749588,0.7798368453979492,4.404813850641251,0.7372240753173828,1.0,0.0
6,1.6148054724931717,0.8157973861694336,2.431709135890007,0.7808269500732422,1.0,1.0
7,1.5697884678840637,0.8102424240112305,1.8650577300786972,0.790723861694336,1.0,2.0
8,1.2610429173707962,0.817607536315918,1.4973541985750198,0.7964148330688476,1.0,3.0
9,1.2393171679973602,0.8201155853271485,1.1904405451416968,0.8035421981811524,1.0,4.0
10,9.217335062026978,0.6326460647583008,10.464692523002624,0.5915978012084961,2.0,0.0
11,8.719573493003844,0.6431375885009766,8.864084354400635,0.6300524978637695,2.0,1.0
12,5.6632320284843445,0.7099286651611328,7.787247224330902,0.6503512115478516,2.0,2.0
13,5.521611907482147,0.7181671524047851,5.4730199480056765,0.7018879699707031,2.0,3.0
14,2.227413979172707,0.7789361953735352,4.2637235660552975,0.7172970962524414,2.0,4.0
15,4.799962050914765,0.7468038558959961,6.930363258361816,0.671912498474121,3.0,0.0
16,3.982109090089798,0.7659534835815429,4.380560210466385,0.7424130935668946,3.0,1.0
17,3.669947592020035,0.7736366653442383,3.8300506110191344,0.7546705627441406,3.0,2.0
18,3.350981273651123,0.7776416778564453,3.8509915378093718,0.7522049179077148,3.0,3.0
19,3.1003173959255217,0.7833241653442383,3.3800457718372345,0.7608184509277344,3.0,4.0
20,2.704268763065338,0.8017107009887695,4.607076342344284,0.733466178894043,4.0,0.0
21,2.11011505484581,0.8085598754882812,2.309967888236046,0.7920129241943359,4.0,1.0
22,1.6011890423297883,0.8133769989013672,1.876005049943924,0.7967224655151367,4.0,2.0
23,1.52194670855999,0.8165299224853516,1.6872855989933013,0.7983268127441406,4.0,3.0
24,1.2716243332624435,0.8216579818725586,1.4224624475240708,0.8001384429931641,4.0,4.0
